Record ID,Institute,WorkArea,CESSATION YEAR,Reason for ceasing employment,Contributing Factors. Career Move - Public Sector ,Contributing Factors. Career Move - Private Sector ,Contributing Factors. Career Move - Self-employment,Contributing Factors. Ill Health,Contributing Factors. Maternity/Family,Contributing Factors. Dissatisfaction,Contributing Factors. Job Dissatisfaction,Contributing Factors. Interpersonal Conflict,Contributing Factors. Study,Contributing Factors. Travel,Contributing Factors. Other,Contributing Factors. NONE,Gender.     What is your Gender?,CurrentAge.     Current Age,Employment Type.     Employment Type,Classification.     Classification,LengthofServiceOverall. Overall Length of Service at Institute (in years),LengthofServiceCurrent. Length of Service at current workplace (in years)
634819687984062000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
634819735079219000,Southbank Institute of Technology,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,26  30,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634823973840625000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,21  25,Contract/casual,Administration (AO),1-2,Less than 1 year
634825003759375000,Tropical North Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,Female,31  35,Permanent Part-time,Teacher (including LVT),3-4,3-4
634825079177500000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,Ill Health,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Female,20 or younger,Temporary Full-time,Administration (AO),3-4,Less than 1 year
634825691015156000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,Other,-,Male,51-55,Temporary Full-time,Administration (AO),1-2,1-2
634831756059375000,Tropical North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,56 or older,Temporary Full-time,Administration (AO),3-4,1-2
634834298665156000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,36  40,Contract/casual,Workplace Training Officer,Less than 1 year,Less than 1 year
634837806454531000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
634837810948906000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
634837957418750000,SkillsTech Australia,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,Travel,Other,-,Female,26  30,Permanent Full-time,Administration (AO),3-4,3-4
634837984851406000,Tropical North Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Temporary Part-time,Teacher (including LVT),3-4,3-4
634837985192031000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,31  35,Permanent Full-time,Administration (AO),11-20,11-20
634840618656250000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
634841254135625000,Tropical North Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,21  25,Contract/casual,Administration (AO),1-2,3-4
634843849052500000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,36  40,Temporary Part-time,Administration (AO),11-20,Less than 1 year
634843856027656000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,56 or older,Temporary Full-time,Administration (AO),Less than 1 year,More than 20 years
634847509224219000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Professional Officer (PO),11-20,11-20
634849101152813000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,41  45,Temporary Part-time,Teacher (including LVT),1-2,1-2
634849850334844000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Administration (AO),5-6,5-6
634852503880156000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634852685801719000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,Male,21  25,Temporary Full-time,Administration (AO),1-2,1-2
634854303307656000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Contract/casual,Teacher (including LVT),More than 20 years,11-20
634854316269063000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,Other,-,Male,46  50,Temporary Full-time,Operational (OO),Less than 1 year,Less than 1 year
634854399572500000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,56 or older,Permanent Part-time,Professional Officer (PO),5-6,3-4
634856190317969000,Southbank Institute of Technology,Non-Delivery (corporate),2012.0,Transfer,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,,,,,,
634858682290312000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,56 or older,Permanent Part-time,Administration (AO),More than 20 years,More than 20 years
634860279552344000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,-,-,Male,51-55,Permanent Full-time,Administration (AO),7-10,7-10
634860371426719000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2010.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Professional Officer (PO),11-20,More than 20 years
634862107110312000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,41  45,Permanent Full-time,Administration (AO),5-6,3-4
634865520912813000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Part-time,Administration (AO),More than 20 years,More than 20 years
634865649878438000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
634866378202813000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,11-20
634866546778594000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,-,-,Male,36  40,Permanent Full-time,Teacher (including LVT),7-10,7-10
634867257481719000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,31  35,Temporary Full-time,Professional Officer (PO),Less than 1 year,Less than 1 year
634871701250312000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Female,41  45,Contract/casual,Teacher (including LVT),Less than 1 year,Less than 1 year
634873325422656000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,36  40,Permanent Full-time,Administration (AO),7-10,7-10
634874537800469000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,Interpersonal Conflict,-,-,Other,-,Female,36  40,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634878466942188000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,26  30,Temporary Part-time,Administration (AO),1-2,1-2
634878467049844000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,,,,,,
634880266652344000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,31  35,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634882843171406000,Tropical North Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
634883154717187000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Termination,,,,,,,,,,,,,Female,20 or younger,Contract/casual,Teacher (including LVT),7-10,7-10
634883666203906000,Tropical North Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,51-55,Permanent Full-time,Administration (AO),7-10,More than 20 years
634883717968750000,Tropical North Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,20 or younger,Permanent Part-time,Apprentice,11-20,11-20
634883750980156000,SkillsTech Australia,Delivery (teaching),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,41  45,Permanent Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
634884416485938000,Tropical North Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Female,46  50,Permanent Full-time,Teacher (including LVT),5-6,5-6
634885367273906000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Operational (OO),11-20,11-20
634886158346250000,SkillsTech Australia,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Male,31  35,Temporary Full-time,Teacher (including LVT),3-4,3-4
634888802240000000,SkillsTech Australia,Non-Delivery (corporate),2012.0,Resignation,Career Move - Public Sector,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Female,56 or older,Temporary Full-time,Administration (AO),3-4,3-4
634889766912500000,SkillsTech Australia,Delivery (teaching),2013.0,Transfer,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,46  50,Permanent Full-time,Teacher (including LVT),11-20,7-10
634889851025469000,Tropical North Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,Male,36  40,Permanent Full-time,Teacher (including LVT),7-10,7-10
634890472281094000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,46  50,Permanent Full-time,Teacher (including LVT),7-10,7-10
634890551848750000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,41  45,Temporary Full-time,Teacher (including LVT),1-2,1-2
634891433962031000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,36  40,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
634892336760312000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Female,21  25,Temporary Full-time,Administration (AO),3-4,1-2
634892361974219000,Tropical North Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,31  35,Temporary Part-time,Administration (AO),1-2,1-2
634892367870937000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Part-time,Administration (AO),More than 20 years,1-2
634896725094062000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Permanent Full-time,Administration (AO),11-20,11-20
634896807785938000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,51-55,Permanent Part-time,Technical Officer (TO),11-20,11-20
634897430468750000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),More than 20 years,Less than 1 year
634897699783281000,Tropical North Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Male,56 or older,Temporary Full-time,Operational (OO),1-2,1-2
634902770430459000,Southern Queensland Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,41  45,Temporary Full-time,Teacher (including LVT),1-2,1-2
634903651349219000,Tropical North Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Male,51-55,Permanent Part-time,Teacher (including LVT),3-4,3-4
634904350033281000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,,,,,,
634907090363594000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Contract Expired,,,,,,,,,,,,,Female,36  40,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
634907124987812000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Female,51-55,Permanent Full-time,Teacher (including LVT),7-10,7-10
634907791983427000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
634907915528428000,Southern Queensland Institute of TAFE,Delivery (teaching),2013.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
634907979681875000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,46  50,Permanent Full-time,Administration (AO),11-20,11-20
634908638162969000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,Contributing Factors. Dissatisfaction ,-,Interpersonal Conflict,-,-,-,-,Female,21  25,Contract/casual,Administration (AO),3-4,1-2
634908664012656000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Retirement,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Female,56 or older,Permanent Part-time,Administration (AO),More than 20 years,More than 20 years
634908792602334000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Transfer,-,-,-,-,-,-,-,-,-,-,Other,-,Female,36  40,Permanent Part-time,Administration (AO),7-10,3-4
634908806102646000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,56 or older,Permanent Part-time,Professional Officer (PO),11-20,11-20
634908831659365000,Brisbane North Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,Female,46  50,Temporary Part-time,Workplace Training Officer,1-2,1-2
634909520443750000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Teacher (including LVT),11-20,11-20
634909553840625000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
634910338362021000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Part-time,Teacher (including LVT),11-20,11-20
634910521751084000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,31  35,Temporary Full-time,Operational (OO),3-4,3-4
634912966024531000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
634914735879219000,Tropical North Institute of TAFE,Non-Delivery (corporate),2012.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
634915560890625000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,,,,,,
634932864696524000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,Career Move - Self-employment,-,-,-,-,-,-,-,-,-,Male,36  40,Permanent Full-time,Teacher (including LVT),5-6,3-4
634933010519531000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,46  50,Permanent Full-time,Administration (AO),7-10,7-10
634937260824531000,Central Queensland Institute of TAFE,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Female,51-55,Permanent Part-time,Teacher (including LVT),Less than 1 year,Less than 1 year
634937512037812000,Southern Queensland Institute of TAFE,Delivery (teaching),2013.0,Resignation,Career Move - Public Sector,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,,,,,,
634938047980781000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,Other,-,Female,41  45,Contract/casual,Administration (AO),3-4,3-4
634938094787656000,Southern Queensland Institute of TAFE,Delivery (teaching),2012.0,Resignation,-,-,-,-,-,Contributing Factors. Dissatisfaction ,-,-,-,-,-,-,Male,41  45,Permanent Full-time,Teacher (including LVT),5-6,5-6
634938351431992000,Tropical North Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,Other,-,,,,,,
634939029600274000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
634940601409024000,Southern Queensland Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,56 or older,Permanent Full-time,Teacher (including LVT),5-6,5-6
634940705807812000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Retrenchment/ Redundancy,,,,,,,,,,,,,,,,,,
634940842995156000,Tropical North Institute of TAFE,Non-Delivery (corporate),2013.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,56 or older,Permanent Full-time,Administration (AO),11-20,11-20
634944345534531000,Southern Queensland Institute of TAFE,Delivery (teaching),2013.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Part-time,Teacher (including LVT),7-10,7-10
634945048175625000,Brisbane North Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,-,-,-,Maternity/Family,-,-,-,-,-,Other,-,Female,41  45,Permanent Part-time,Teacher (including LVT),3-4,3-4
634945136067187000,Brisbane North Institute of TAFE,Delivery (teaching),2013.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,Other,-,Female,36  40,Temporary Full-time,Teacher (including LVT),5-6,5-6
634951129892031000,Central Queensland Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,NONE,Male,31  35,Permanent Full-time,Teacher (including LVT),3-4,1-2
634951997495625000,Brisbane North Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,46  50,Temporary Full-time,Teacher (including LVT),5-6,5-6
634957134796993000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Transfer,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,,,,,,
634958140455899000,Tropical North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,46  50,Temporary Full-time,Administration (AO),3-4,3-4
634964112426563000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,21  25,Temporary Full-time,Administration (AO),3-4,1-2
634969167674375000,Brisbane North Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,-,-,Ill Health,-,Contributing Factors. Dissatisfaction ,-,-,-,Travel,Other,-,Female,56 or older,Permanent Part-time,Teacher (including LVT),11-20,11-20
634970182194493000,Mount Isa Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Male,51-55,Permanent Full-time,Teacher (including LVT),1-2,1-2
634973559823868000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,51-55,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
634975184457305000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,-,-,-,-,-,-,Study,-,-,-,Female,26  30,Contract/casual,Administration (AO),Less than 1 year,Less than 1 year
634975203429336000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,20 or younger,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634975260386719000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,51-55,Permanent Full-time,Administration (AO),More than 20 years,More than 20 years
634976314836250000,SkillsTech Australia,Delivery (teaching),2012.0,Resignation,-,Career Move - Private Sector,-,-,-,Contributing Factors. Dissatisfaction ,Job Dissatisfaction,-,-,-,-,-,Male,46  50,Permanent Full-time,Teacher (including LVT),7-10,Less than 1 year
634977079348281000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,Career Move - Public Sector,-,-,-,-,-,-,-,-,-,-,-,Female,46  50,Temporary Full-time,Administration (AO),5-6,Less than 1 year
634977844954805000,SkillsTech Australia,Delivery (teaching),2012.0,Contract Expired,,,,,,,,,,,,,Female,21  25,Temporary Part-time,Administration (AO),Less than 1 year,Less than 1 year
634982066598317000,Southern Queensland Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Male,51-55,Permanent Full-time,Teacher (including LVT),7-10,7-10
634982246838125000,Tropical North Institute of TAFE,Non-Delivery (corporate),2013.0,Retirement,-,-,-,-,Maternity/Family,-,-,-,-,Travel,Other,-,Female,56 or older,Permanent Part-time,Professional Officer (PO),5-6,1-2
634985719186563000,Mount Isa Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Male,51-55,Temporary Full-time,Teacher (including LVT),3-4,3-4
634988299157536000,Southern Queensland Institute of TAFE,Delivery (teaching),2013.0,Contract Expired,,,,,,,,,,,,,Female,46  50,Temporary Part-time,Teacher (including LVT),1-2,1-2
634991666421130000,SkillsTech Australia,Delivery (teaching),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,Interpersonal Conflict,-,-,-,-,Male,36  40,Temporary Full-time,Teacher (including LVT),1-2,1-2
634992694358630000,Southern Queensland Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,-,-,-,-,Female,26  30,Temporary Part-time,Teacher (including LVT),Less than 1 year,7-10
634992856383005000,Southern Queensland Institute of TAFE,Delivery (teaching),2013.0,Termination,,,,,,,,,,,,,Female,56 or older,Contract/casual,Teacher (including LVT),5-6,5-6
634992898379375000,Southern Queensland Institute of TAFE,Delivery (teaching),2013.0,Termination,,,,,,,,,,,,,,,,,,
634995296716719000,Tropical North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,-,-,-,-,-,Interpersonal Conflict,-,-,-,-,Female,51-55,Temporary Full-time,Administration (AO),Less than 1 year,Less than 1 year
634998528620661000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,-,-,Study,-,-,-,Female,46  50,Temporary Part-time,Administration (AO),1-2,1-2
634999429878281000,Central Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,41  45,Permanent Part-time,Administration (AO),3-4,3-4
635000251520036000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,Career Move - Private Sector,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Female,46  50,Permanent Full-time,Administration (AO),5-6,More than 20 years
635000261847849000,Tropical North Institute of TAFE,Delivery (teaching),2013.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,7-10
635000328156094000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Contract Expired,,,,,,,,,,,,,Female,21  25,Temporary Full-time,Administration (AO),1-2,1-2
635004545579724000,Southern Queensland Institute of TAFE,Delivery (teaching),2013.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
635005511729063000,Tropical North Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,-,-,Ill Health,-,-,-,-,-,-,-,-,,,,,,
635005532793750000,Tropical North Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,
635005552776094000,Tropical North Institute of TAFE,Delivery (teaching),2013.0,Retirement,-,-,-,-,-,-,-,-,-,-,-,NONE,Female,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
635010751412813000,Central Queensland Institute of TAFE,Delivery (teaching),2013.0,Retirement,-,-,-,Ill Health,-,-,-,-,-,-,-,-,Male,56 or older,Permanent Full-time,Teacher (including LVT),More than 20 years,More than 20 years
635010822773594000,Brisbane North Institute of TAFE,Non-Delivery (corporate),2013.0,Resignation,-,-,-,-,-,-,-,-,-,-,Other,-,Female,26  30,Temporary Full-time,Administration (AO),3-4,3-4
635012419902813000,Tropical North Institute of TAFE,Delivery (teaching),2013.0,Resignation,,,,,,,,,,,,,,,,,,
635012661372849000,Tropical North Institute of TAFE,Delivery (teaching),2013.0,Resignation,-,-,-,-,-,-,Job Dissatisfaction,-,-,-,-,-,Female,46  50,Temporary Full-time,Teacher (including LVT),Less than 1 year,Less than 1 year
635013239645781000,Tropical North Institute of TAFE,Non-Delivery (corporate),2013.0,Retirement,-,-,-,Ill Health,-,-,-,-,-,-,-,-,,,,,,
635016601672188000,Southern Queensland Institute of TAFE,Non-Delivery (corporate),2013.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Male,41  45,Temporary Full-time,Administration (AO),1-2,1-2
635017016857500000,Sunshine Coast Institute of TAFE,Non-Delivery (corporate),2013.0,Retrenchment/ Redundancy,,,,,,,,,,,,,Female,51-55,Temporary Part-time,Operational (OO),Less than 1 year,Less than 1 year
