ID,SeparationType,Cease Date,DETE Start Date,Role Start Date,Position,Classification,Region,Business Unit,Employment Status,Career move to public sector,Career move to private sector,Interpersonal conflicts,Job dissatisfaction,Dissatisfaction with the department,Physical work environment,Lack of recognition,Lack of job security,Work location,Employment conditions,Maternity/family,Relocation,Study/Travel,Ill Health,Traumatic incident,Work life balance,Workload,None of the above,Gender,Age,Aboriginal,Torres Strait,South Sea,Disability,NESB
141,Resignation-Other employer,2012,Not Stated,Not Stated,Teacher Aide,,Metropolitan,,Permanent Part-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,51-55,,,,,
142,Age Retirement,2012,1973,Not Stated,Teacher,Primary,South East,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,Male,56-60,,,,,
143,Ill Health Retirement,2012,1983,2008,Head of Curriculum/Head of Special Education,,Darling Downs South West,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,,,,,
144,Ill Health Retirement,2012,Not Stated,Not Stated,Teacher Aide,,North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Female,61 or older,,,,,
145,Age Retirement,2012,1971,1982,Teacher,Primary,Not Stated,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Female,56-60,,,,,
146,Resignation-Other reasons,2012,2007,2007,Cleaner,,Not Stated,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,61 or older,,,,,
147,Age Retirement,2012,Not Stated,Not Stated,Teacher,Primary,Darling Downs South West,,Temporary Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
148,Resignation-Other employer,2012,2003,2003,Public Servant,A01-A04,Metropolitan,,Permanent Full-time,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,Male,26-30,,,,,
149,Age Retirement,2012,1997,1997,Cleaner,,Not Stated,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
150,Other,2012,2008,2008,Public Servant,A01-A04,Central Office,Training and Tertiary Education Queensland,Permanent Full-time,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,
151,Termination,2012,1996,2009,Public Servant,A01-A04,Central Office,Training and Tertiary Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
152,Age Retirement,2012,Not Stated,Not Stated,Guidance Officer,,Metropolitan,,Temporary Part-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,,,,
153,Other,2012,1993,2012,Public Servant,AO5-AO7,Central Office,Training and Tertiary Education Queensland,Permanent Full-time,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,Female,36-40,,,,,Yes
154,Termination,2012,2002,2008,Public Servant,AO5-AO7,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,,,,,Yes
155,Voluntary Early Retirement (VER),2012,1971,2005,Public Servant,AO5-AO7,Central Office,Training and Tertiary Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,61 or older,,,,,
156,Voluntary Early Retirement (VER),2012,2006,2010,Public Servant,A01-A04,Central Office,Education Queensland,Permanent Full-time,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Female,21-25,,,,,
157,Other,2012,2007,2010,Technical Officer,,Central Office,Information and Technologies,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,26-30,,,,,
158,Other,2012,2009,2011,Public Servant,AO5-AO7,Central Office,Information and Technologies,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,21-25,,,,,
159,Resignation-Other employer,2012,2011,2011,Public Servant,A01-A04,Central Office,Other,Temporary Part-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Male,21-25,,,,,
160,Age Retirement,2012,1970,1970,Teacher,Primary,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
161,Resignation-Other reasons,2012,2003,2003,Cleaner,,South East,,Permanent Part-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,41-45,,,,,
162,Voluntary Early Retirement (VER),2012,1980,2004,Public Servant,AO5-AO7,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,
163,Other,2012,2007,2008,Public Servant,A01-A04,Metropolitan,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,,,,,
164,Voluntary Early Retirement (VER),2012,1969,2002,Professional Officer,PO1-PO4,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,61 or older,,,,,
165,Resignation-Other employer,2012,2005,2009,Teacher Aide,,Central Queensland,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,41-45,,,,,
166,Voluntary Early Retirement (VER),2012,2005,2008,Public Servant,AO5-AO7,Central Office,Human Resources,Permanent Full-time,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,26-30,Yes,,,,
167,Other,2012,1997,2005,Public Servant,AO5-AO7,Central Office,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,46-50,,,,,
168,Other,2012,2004,2010,Public Servant,AO5-AO7,Central Office,Training and Tertiary Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,36-40,,,,,
169,Other,2012,2008,2008,Public Servant,AO5-AO7,Central Office,Human Resources,Permanent Full-time,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,61 or older,,,,,
170,Ill Health Retirement,2012,Not Stated,Not Stated,Teacher,Secondary,Not Stated,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Male,56-60,,,,,
171,Other,2012,2009,2009,Public Servant,AO8 and Above,Central Office,,Permanent Full-time,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,Female,46-50,,,,,
172,Voluntary Early Retirement (VER),2012,1987,1992,Professional Officer,PO1-PO4,Central Office,Education Queensland,Permanent Full-time,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Male,46-50,,,,,
173,Other,2012,1975,2008,Public Servant,A01-A04,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,,,,,,
174,Other,2012,2002,2007,Public Servant,AO8 and Above,Central Office,Other,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,56-60,,,,,
175,Voluntary Early Retirement (VER),2012,2007,2007,Public Servant,A01-A04,Central Office,Other,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,31-35,,,,,Yes
176,Voluntary Early Retirement (VER),2012,2005,2007,Public Servant,A01-A04,Central Office,Education Queensland,Permanent Part-time,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,Female,26-30,,,,,
177,Voluntary Early Retirement (VER),2012,2004,2009,Public Servant,A01-A04,Central Office,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,26-30,,,,Yes,
178,Voluntary Early Retirement (VER),2012,1997,2012,Public Servant,AO5-AO7,Central Office,,Permanent Full-time,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,
179,Voluntary Early Retirement (VER),2012,1996,2011,Public Servant,A01-A04,Central Office,Corporate Procurement,Permanent Full-time,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,Male,41-45,Yes,,,,
180,Resignation-Other reasons,2012,2012,2012,Cleaner,,Central Queensland,,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,36-40,,,,,
181,Voluntary Early Retirement (VER),2012,2010,2012,Public Servant,AO5-AO7,Central Office,Corporate Strategy and Peformance,Permanent Full-time,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,
182,Voluntary Early Retirement (VER),2012,2006,2011,Public Servant,A01-A04,Central Office,Information and Technologies,Permanent Part-time,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Female,31-35,,,Yes,,
183,Other,2012,2010,2010,Professional Officer,PO1-PO4,Metropolitan,,Temporary Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,51-55,,,,,
184,Resignation-Other reasons,2012,1998,1998,Cleaner,,Far North Queensland,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,Female,61 or older,,,Yes,,
185,Other,2012,2006,2006,Public Servant,A01-A04,Central Office,Human Resources,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,41-45,,,,,
186,Resignation-Other reasons,2012,2005,2005,Cleaner,,Not Stated,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,Female,31-35,,,,,
187,Other,2012,1992,2007,Public Servant,AO5-AO7,Central Office,Training and Tertiary Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,61 or older,,,,,
188,Voluntary Early Retirement (VER),2012,2007,2009,Public Servant,AO5-AO7,Central Office,Training and Tertiary Education Queensland,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,
189,Other,2012,2006,2009,Public Servant,AO5-AO7,Central Office,,Permanent Full-time,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,26-30,,,,,
190,Resignation-Other employer,2012,2006,2007,Public Servant,AO8 and Above,Central Office,Other,Permanent Full-time,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,Female,41-45,Yes,,,,
191,Voluntary Early Retirement (VER),2012,1971,2004,Public Servant,AO5-AO7,Central Office,Other,Permanent Full-time,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Female,56-60,,,,,
192,Other,2012,1995,2009,Public Servant,A01-A04,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Female,56-60,,,,,
193,Resignation-Other reasons,2012,1995,2001,Teacher Aide,,Far North Queensland,,Permanent Full-time,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Female,46-50,,,,,
194,Voluntary Early Retirement (VER),2012,2001,2012,Public Servant,AO8 and Above,Central Office,Education Queensland,Permanent Full-time,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,Male,31-35,,,,,
195,Age Retirement,2013,1963,1984,Teacher,Primary,Not Stated,,Permanent Part-time,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,Female,61 or older,,,,,
196,Resignation-Other employer,2012,1989,2010,Technical Officer,,North Coast,,Permanent Full-time,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Female,46-50,,,,,
