SNo,Date,StartupName,IndustryVertical,SubVertical,City,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,yearmonth,CleanedAmount
1765,12/04/2016,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,nan,nan,2016,2016-04-01,-999.0
1766,12/04/2016,Indi.com,Consumer Internet,Video Social Network,nan,Anil Kapoor,Seed Funding,nan,nan,2016,2016-04-01,-999.0
1767,13/04/2016,Legalraasta,Consumer Internet,Online legal Services for Startups,NCR,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,"10,00,000",nan,2016,2016-04-01,1000000.0
1768,13/04/2016,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding,"1,50,000",nan,2016,2016-04-01,150000.0
1769,13/04/2016,Hippily,E-Commerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,"2,50,000",nan,2016,2016-04-01,250000.0
1770,13/04/2016,kredX,E-Commerce,Invoice discounting Marketplace,Bangalore,"Prime Venture Partners,",Seed Funding,"7,50,000",nan,2016,2016-04-01,750000.0
1771,14/04/2016,Wedwise,Consumer Internet,Wedding related services community,NCR,StartUp Equity Partners,Seed Funding,nan,nan,2016,2016-04-01,-999.0
1772,14/04/2016,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,"1,00,000",nan,2016,2016-04-01,100000.0
1773,15/04/2016,Deal 4Loans,Consumer Internet,Loan Comparison Portal,NCR,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,nan,nan,2016,2016-04-01,-999.0
1774,15/04/2016,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,NCR,Mount Nathan Advisors,Seed Funding,"10,00,000",nan,2016,2016-04-01,1000000.0
1775,15/04/2016,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,nan,nan,2016,2016-04-01,-999.0
1776,15/04/2016,Vyomo,Consumer Internet,On-Demand Beauty Service provider,NCR,Naturals Salon Chain,Private Equity,"1,50,00,000",nan,2016,2016-04-01,15000000.0
1777,15/04/2016,Organicshop,E-Commerce,Marketplace for organic products,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,nan,nan,2016,2016-04-01,-999.0
1778,15/04/2016,MInd Your Fleet,Consumer Internet,Car Rental Software,NCR,Undisclosed Investors,Seed Funding,nan,nan,2016,2016-04-01,-999.0
1779,15/04/2016,NestAway,Consumer Internet,Furnished Home Rental Platform,Bangalore,Tiger Global,Private Equity,"3,00,00,000",nan,2016,2016-04-01,30000000.0
1780,15/04/2016,Tapchief,Consumer Internet,Expert Advice Platform,Bangalore,Vijay Shekhar Sharma,Seed Funding,"1,50,000",nan,2016,2016-04-01,150000.0
1781,18/04/2016,Rapido,Consumer Internet,Bike Aggregator App,Bangalore,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Private Equity,nan,nan,2016,2016-04-01,-999.0
1782,18/04/2016,Yufta,E-Commerce,Women\\xe2\\x80\\x99s Fashion ECommerce Portal,Bangalore,Ajay Data & other HNIs,Seed Funding,nan,nan,2016,2016-04-01,-999.0
1783,18/04/2016,Smytten,E-Commerce,Online Discovery and Shopping Platform,NCR,Rajan Anandan,Seed Funding,nan,nan,2016,2016-04-01,-999.0
1784,18/04/2016,Houssup,Consumer Internet,interior design and home furnishing portal,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed Funding,nan,nan,2016,2016-04-01,-999.0
1785,18/04/2016,Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,Paytm & existing investors,Private Equity,"1,00,00,000",nan,2016,2016-04-01,10000000.0
1786,18/04/2016,Tork Motocycles,Auto,Electric Motorcycle Manufacturer,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,nan,nan,2016,2016-04-01,-999.0
1787,19/04/2016,Betaout,E-Commerce,customer intelligence and marketing automation platform,NCR,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,"15,00,000",nan,2016,2016-04-01,1500000.0
1788,19/04/2016,DriversCart,Consumer Internet,on-demand chauffeur provider,Chennai,ah! Ventures,Seed Funding,"4,50,000",nan,2016,2016-04-01,450000.0
1789,19/04/2016,LensKart,E-Commerce,Eyewear etailing platform,NCR,Ratan Tata,Private Equity,nan,nan,2016,2016-04-01,-999.0
1790,19/04/2016,CollegeDekho,Consumer Internet,College & Student information platform,NCR,Man Capital,Private Equity,"20,00,000",nan,2016,2016-04-01,2000000.0
1791,19/04/2016,OYOfit,Consumer Internet,Fitness Services Aggregator platform,Bangalore,RN Agarwal,Seed Funding,nan,nan,2016,2016-04-01,-999.0
1792,19/04/2016,Oliveboard,Consumer Internet,Online exam practice & preparation platform,Bangalore,India Educational Investment Fund,Private Equity,nan,nan,2016,2016-04-01,-999.0
1793,19/04/2016,Simplilearn,Consumer Internet,Online certification platform,Bangalore,Brand Capital,Private Equity,nan,nan,2016,2016-04-01,-999.0
1794,20/04/2016,1mg,E-Commerce,Online Pharmacy,NCR,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,"1,50,00,000",nan,2016,2016-04-01,15000000.0
1795,20/04/2016,Fashalot,Consumer Internet,Fashion and Store discovery mobile app,NCR,"YourNest Angel Fund, Rajul Garg",Seed Funding,nan,nan,2016,2016-04-01,-999.0
1796,20/04/2016,Broomberg,Consumer Internet,Cleaning Services Provider,NCR,Undisclosed Angel investors & HNIs,Seed Funding,nan,nan,2016,2016-04-01,-999.0
1797,21/04/2016,m.paani,Consumer Internet,Loyalty rewards platform,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Funding,nan,nan,2016,2016-04-01,-999.0
1798,21/04/2016,Yufta,E-Commerce,hyperlocal fashion retail platform,Jaipur,Ajay Data & undisclosed HNIs,Seed Funding,nan,nan,2016,2016-04-01,-999.0
1799,21/04/2016,mishTag,Consumer Internet,"Style, Fashion Discovery Mobile app",NCR,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed Funding,nan,nan,2016,2016-04-01,-999.0
1800,21/04/2016,Advanced Structures India,Auto,Automotive Design and Engineering company,Bangalore,GirnarSoft,Private Equity,nan,nan,2016,2016-04-01,-999.0
1801,22/04/2016,Licious,E-Commerce,Mobile based Meat ordering App,Bangalore,Mayfield India II Management Ltd,Private Equity,"30,00,000",nan,2016,2016-04-01,3000000.0
1802,22/04/2016,Knolskae,Consumer Internet,Educational Gamification & Simulation platform,Bangalore,"Inventus Capital Partners, HR Fund",Private Equity,nan,nan,2016,2016-04-01,-999.0
1803,22/04/2016,Druva,Technology,Converged Backup & Data Protection Solutions for Enterprises,Pune,"NTT Finance, Telephone Corporation",Private Equity,nan,nan,2016,2016-04-01,-999.0
1804,22/04/2016,TOKO Innovation Studios,Consumer Internet,Children\xe2\x80\x99s Entertainment Games & Products,NCR,Indian Angel network,Seed Funding,"4,50,000",nan,2016,2016-04-01,450000.0
1805,25/04/2016,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding,"2,00,000",nan,2016,2016-04-01,200000.0
1806,25/04/2016,intouchapp,Consumer Internet,Contact Management Mobile App,Pune,Blume Ventures,Seed Funding,nan,nan,2016,2016-04-01,-999.0
1807,25/04/2016,Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,"5,50,000",nan,2016,2016-04-01,550000.0
1808,26/04/2016,Transerv,Consumer Internet,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,"1,50,00,000",nan,2016,2016-04-01,15000000.0
1809,26/04/2016,ClearTax,Consumer Internet,Online filing of Tax returns,Bangalore,"Max Levchin, Scott Banister",Private Equity,"13,00,000",nan,2016,2016-04-01,1300000.0
1810,26/04/2016,Roposo,E-Commerce,Social Fashion ECommerce Discovery platform,NCR,Bertelsmann India Investments,Private Equity,"1,50,00,000",nan,2016,2016-04-01,15000000.0
1811,27/04/2016,MilkBasket,Consumer Internet,Micro Grocery Delivery Platform,NCR,EVC Ventures,Seed Funding,"5,00,000",nan,2016,2016-04-01,500000.0
1812,27/04/2016,CareonGO,Consumer Internet,Online Pharmacy,nan,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed Funding,nan,nan,2016,2016-04-01,-999.0
1813,27/04/2016,RailYatri,Consumer Internet,Train Related Information portal,NCR,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private Equity,nan,nan,2016,2016-04-01,-999.0
1814,27/04/2016,ICHR,Consumer Internet,Mobile based Children health Information app,NCR,Undisclosed,Seed Funding,"4,50,000",nan,2016,2016-04-01,450000.0
1815,27/04/2016,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Axilor Ventures,Private Equity,nan,nan,2016,2016-04-01,-999.0
1816,28/04/2016,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,"6,00,000",nan,2016,2016-04-01,600000.0
1817,28/04/2016,DocsApp,Consumer Internet,Online Doctor Discovery & Chat platform,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,"12,00,000",nan,2016,2016-04-01,1200000.0
1818,29/04/2016,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed Funding,"5,00,000",nan,2016,2016-04-01,500000.0
1819,29/04/2016,LetReach,E-Commerce,ECommerce SAAS Solutions,NCR,vCommission,Private Equity,"1,00,000",nan,2016,2016-04-01,100000.0
1820,01/03/2016,DriveU,Consumer Internet,Chauffeurs Discovery for private car owners,Bangalore,Unitus Seed Fund,Seed Funding,nan,nan,2016,2016-03-01,-999.0
1821,01/03/2016,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bangalore,RoundGlass Partners,Private Equity,nan,nan,2016,2016-03-01,-999.0
1822,01/03/2016,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,S Chand & Co,Private Equity,nan,nan,2016,2016-03-01,-999.0
1823,01/03/2016,IQlect,Technology,Big Data Analytics Platform,Bangalore,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,nan,nan,2016,2016-03-01,-999.0
1824,02/03/2016,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,NCR,YourNest Angel Fund,Private Equity,"6,00,000",nan,2016,2016-03-01,600000.0
1825,02/03/2016,Skedool,Consumer Internet,AI based Office Assistant Mobile App,Seattle / Bangalore,"Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,nan,nan,2016,2016-03-01,-999.0
1826,02/03/2016,Systemantics,Technology,Industrial robots maker,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,"14,00,000",nan,2016,2016-03-01,1400000.0
1827,03/03/2016,Vertuals,Technology,Audio Visual Digital Content creators for Brands,Mumbai,Dino Morea,Seed Funding,nan,nan,2016,2016-03-01,-999.0
1828,03/03/2016,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,"10,00,000",nan,2016,2016-03-01,1000000.0
1829,03/03/2016,Shouut,Consumer Internet,Social Discovery Mobile app,NCR,Undisclosed investor,Seed Funding,"5,00,000",nan,2016,2016-03-01,500000.0
1830,04/03/2016,TinyStep,Consumer Internet,Parenting Social Network Platform,Bangalore,Matt Glickman,Private Equity,nan,nan,2016,2016-03-01,-999.0
1831,04/03/2016,Aahaa,E-Commerce,Office Products Super Store,Chennai,"YourNest Angel Fund,",Private Equity,"10,00,000",nan,2016,2016-03-01,1000000.0
1832,04/03/2016,Arcatron Mobility,Technology,Smart wheelchair Design and Development,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,nan,nan,2016,2016-03-01,-999.0
1833,04/03/2016,FTCash,Consumer Internet,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed Funding,"1,50,000",nan,2016,2016-03-01,150000.0
1834,04/03/2016,Civilsdaily,Consumer Internet,Civil Services News Aggregator,NCR,Manoj Kumar & Other undisclosed investors,Seed Funding,nan,nan,2016,2016-03-01,-999.0
1835,04/03/2016,Zappka,Consumer Internet,Mobile App discovery and review platform,NCR,"Daman Soni, Rajat Gupta & Others",Seed Funding,"1,00,000",nan,2016,2016-03-01,100000.0
1836,04/03/2016,Tarusa World,E-Commerce,Handicraft products eTailer,Mumbai,Mohit Gulati,Seed Funding,nan,nan,2016,2016-03-01,-999.0
1837,04/03/2016,medECUBE,Healthcare,Healthcare related Services provider,NCR,Artiman Ventures,Private Equity,"40,00,000",nan,2016,2016-03-01,4000000.0
1838,07/03/2016,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,NCR,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,"5,00,000",nan,2016,2016-03-01,500000.0
1839,07/03/2016,Ninjacart,E-Commerce,B2B marketplace for Farmers & Retailers,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,"30,00,000",nan,2016,2016-03-01,3000000.0
1840,07/03/2016,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,"5,00,000",nan,2016,2016-03-01,500000.0
1841,07/03/2016,Vanity Cube,Consumer Internet,Hyperlocal Beauty Services platform,NCR,Unicorn Ventures,Seed Funding,"2,50,000",nan,2016,2016-03-01,250000.0
1842,07/03/2016,Wooplr,E-Commerce,Curated Fashion ECommerce portal,Bangalore,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,nan,nan,2016,2016-03-01,-999.0
1843,07/03/2016,Medidaili,Consumer Internet,Medical Support service platform,Bangalore,Undisclosed private investors,Seed Funding,"1,00,000",nan,2016,2016-03-01,100000.0
1844,08/03/2016,Finomena,Technology,Credit Worthiness Big Data Analytics,NCR,Matrix Partners India,Private Equity,nan,nan,2016,2016-03-01,-999.0
1845,08/03/2016,Cookaroo,Consumer Internet,Food Delivery Platform,Bangalore,Vijay Krishna Yadav,Seed Funding,nan,nan,2016,2016-03-01,-999.0
1846,08/03/2016,vPhrase Analytics,Technology,AI based data analytics platform,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed Funding,nan,nan,2016,2016-03-01,-999.0
1847,08/03/2016,LoveCycles,Consumer Internet,Women\\xe2\\x80\\x99s health Tracker,Bangalore,Prime Venture Partners,Seed Funding,"7,50,000",nan,2016,2016-03-01,750000.0
1848,08/03/2016,Kartrocket,E-Commerce,ECommerce SAAS platform,NCR,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,"80,00,000",nan,2016,2016-03-01,8000000.0
1849,08/03/2016,dunzo,Consumer Internet,Daily Task Management App,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,"6,50,000",nan,2016,2016-03-01,650000.0
1850,09/03/2016,Indiamart,E-Commerce,B2B Marketplace for SMBs,NCR,Amadeus Capital,Private Equity,nan,nan,2016,2016-03-01,-999.0
1851,09/03/2016,SmartVizX,Technology,Virtual Reality Solutions,NCR,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,"5,00,000",nan,2016,2016-03-01,500000.0
1852,09/03/2016,MyGubbi,Real Estate,Interior Design & Home D\\xc3\\xa9cor Solutions,Bangalore,"Vipul Parekh, ajesh K Murthy,",Seed Funding,"25,00,000",nan,2016,2016-03-01,2500000.0
1853,09/03/2016,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed Funding,"10,00,000",nan,2016,2016-03-01,1000000.0
1854,09/03/2016,Cloudacar,Consumer Internet,Carpooling Mobile App,Pune,"Amit Choudhary, Anuj Puri",Seed Funding,nan,nan,2016,2016-03-01,-999.0
1855,09/03/2016,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,"4,00,000",nan,2016,2016-03-01,400000.0
1856,09/03/2016,Yana,Consumer Internet,Personal AI Transaction Engine App,NCR,"Puneet Gupta,",Seed Funding,nan,nan,2016,2016-03-01,-999.0
1857,10/03/2016,Big Fish Ventures,Food & Beverage,premium dining lounges Chain,NCR,Undisclosed investors,Private Equity,"1,11,00,000",nan,2016,2016-03-01,11100000.0
1858,10/03/2016,Stylflip,E-Commerce,Pre-Owned Fashion marketplace mobile app,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed Funding,nan,nan,2016,2016-03-01,-999.0
1859,10/03/2016,Icertis,Technology,Contract Management Software Solutions platform,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,"1,50,00,000",nan,2016,2016-03-01,15000000.0
1860,10/03/2016,Supplified,E-Commerce,Construction material eTailer,NCR,Mohit Goel,Seed Funding,"10,00,000",nan,2016,2016-03-01,1000000.0
1861,11/03/2016,JollyFoodFellow,Technology,Food Related Marketing & Branding platform,Ahmedabad,Janak Parikh,Seed Funding,nan,nan,2016,2016-03-01,-999.0
1862,14/03/2016,PinkBlue,E-Commerce,Medical Supplies eTailer,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,"2,23,608",nan,2016,2016-03-01,223608.0
1863,14/03/2016,TruckingCube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",NCR,Agarwal Movers Group,Private Equity,"1,49,00,000",nan,2016,2016-03-01,14900000.0
1864,14/03/2016,eSwasthya,Consumer Internet,Online Medicine Delivery Aggregator,Ahmedabad,Hemang Sahani,Seed Funding,nan,nan,2016,2016-03-01,-999.0
1865,15/03/2016,FlipClass,Consumer Internet,Tutor Search Platform,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,"10,00,000",nan,2016,2016-03-01,1000000.0
1866,15/03/2016,Proximit,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed Funding,"1,50,000",nan,2016,2016-03-01,150000.0
1867,15/03/2016,WithMe,Consumer Internet,Personalized Fashion App,NCR,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,"2,50,000",nan,2016,2016-03-01,250000.0
1868,16/03/2016,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,"1,80,000",nan,2016,2016-03-01,180000.0
1869,16/03/2016,Avagmah,Consumer Internet,Online Education Portal,Bangalore,"Kris Gopalakrishnan, Atul Nishar",Seed Funding,nan,nan,2016,2016-03-01,-999.0
1870,16/03/2016,WorkIndia,Consumer Internet,Online Job Board,Mumbai,Beenext,Seed Funding,nan,nan,2016,2016-03-01,-999.0
1871,16/03/2016,Wealthy,Consumer Internet,Online Investment management portal,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,"2,50,000",nan,2016,2016-03-01,250000.0
1872,17/03/2016,Pramati,Healthcare,Specialized Patient Care platform,NCR,Undisclosed investors,Seed Funding,"2,00,000",nan,2016,2016-03-01,200000.0
1873,17/03/2016,Qlivery,Consumer Internet,Ondemand Concierge Service,NCR,Swastika Company Ltd,Seed Funding,"2,30,000",nan,2016,2016-03-01,230000.0
1874,17/03/2016,HealthEnablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed Funding,"8,00,000",nan,2016,2016-03-01,800000.0
1875,17/03/2016,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,"1,08,000",nan,2016,2016-03-01,108000.0
1876,18/03/2016,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,"15,00,000",nan,2016,2016-03-01,1500000.0
1877,19/03/2016,goSporto,Consumer Internet,Online Sports discovery and booking platform,NCR,Naveen Gupta,Seed Funding,"30,000",nan,2016,2016-03-01,30000.0
1878,21/03/2016,OneClickWash,Consumer Internet,Online Laundry & Washing service Booking & Delivery,NCR,Unitus Seed Fund,Seed Funding,nan,nan,2016,2016-03-01,-999.0
1879,21/03/2016,Girnar Software,Consumer Internet,Online News Media Network,Jaipur,Google Capital,Private Equity,nan,nan,2016,2016-03-01,-999.0
1880,21/03/2016,Room On Call,Consumer Internet,Budget hotel aggregator,NCR,CASHurDRIVE Marketing Pvt Ltd,Private Equity,"20,00,000",nan,2016,2016-03-01,2000000.0
